SEP=;
lemma;nr_occ;relevance;
completeness;40;22352.22308460576;
compensate;45;22397.221419529476;
burden;42;22411.691898557972;
publisher;77;22565.431317087216;
equivalence;100;22603.828838468307;
costly;44;22620.771190024978;
availability;175;22654.818644699135;
deviate;97;22670.263129542043;
variance;114;22703.542816353365;
material;64;22802.37372503684;
optimum;133;22819.095810151623;
device;333;22849.95571520369;
segment;248;22855.74433658879;
competition;134;23009.343627521543;
delete;109;23089.070160259882;
queue;172;23157.37380220615;
division;55;23185.371047855362;
comprehensive;38;23197.651884786217;
creation;53;23270.87627385014;
naive;62;23300.046102727192;
interestingly;36;23306.91677586619;
peer;470;23308.250530168007;
fund;47;23314.720850405807;
incoming;115;23318.28162346422;
hierarchical;149;23321.111355315705;
analytic;61;23356.344770220956;
collaborative;134;23461.427369580153;
contract;569;23463.546769796525;
text;460;23517.002870104756;
numerous;37;23554.105425150963;
accommodate;59;23593.92770125979;
conventional;39;23650.42977518502;
redundant;49;23705.30507551462;
precision;425;23720.25637277526;
diverse;39;23742.164897461276;
traverse;61;23905.33464323292;
tackle;37;23927.603187982957;
hierarchy;140;23986.727350436227;
classic;38;24073.254542972176;
originally;29;24115.705676248028;
preferable;30;24121.041141630914;
deliver;230;24145.855096810385;
proportion;97;24156.647333280896;
properly;38;24243.4421296949;
irrelevant;82;24356.995783884377;
numerical;45;24394.738689872862;
image;309;24495.405928383912;
inverse;132;24558.534139257958;
compatible;77;24660.153811792956;
expense;31;24711.787840787838;
stability;76;24736.758393275584;
additive;75;24745.72374277094;
usual;54;24751.670427681227;
severe;25;24762.963921863105;
reside;64;24837.213750087187;
reason;204;24849.437477275864;
integration;85;24874.48423297415;
status;117;24874.769526432716;
evolve;49;24949.879173635403;
anticipate;27;24950.5270545216;
functional;54;25066.393334945973;
suggestion;119;25081.254177901974;
sketch;57;25319.93275733368;
laboratory;34;25364.3723745739;
mark;62;25366.082459860827;
suit;27;25369.988230196053;
constantly;25;25404.074227972986;
determination;85;25457.537586648523;
permit;58;25464.758431860242;
analogous;73;25560.010999594862;
membership;77;25716.91518350714;
inference;49;25768.742585439042;
ideally;30;25776.49436589829;
visible;61;25779.676967780328;
indirectly;35;25806.689062585796;
unify;89;25845.840808615656;
identifier;101;25856.47301967966;
repeatedly;32;25904.97968666292;
inequality;191;25973.630992679304;
inefficient;29;25986.161797332614;
undesirable;28;26008.994445293636;
depth;62;26018.25971331601;
attain;28;26024.00129258596;
percent;35;26303.15692082577;
intractable;25;26312.930476386933;
exploration;55;26355.66895404419;
rapid;28;26407.048543948666;
popularity;104;26433.064632265974;
trigger;206;26493.17454956125;
geometric;35;26545.123702405457;
manually;66;26559.333070166194;
purchase;195;26562.343547384182;
essence;28;26604.44638736323;
energy;334;26641.88570334633;
integral;64;26668.689022517116;
liu;41;26782.58972342222;
conceptually;31;26915.285708985622;
movement;99;26923.997854099547;
historical;61;26948.513540988035;
indirect;43;26968.750615499455;
autonomous;392;26971.777437771114;
replacement;105;27013.46684316673;
agency;73;27030.036827569627;
production;38;27047.35455439917;
rewrite;24;27077.838121046;
appeal;27;27220.74202744556;
deterministic;130;27239.402460216996;
superior;29;27283.687640889642;
diagram;61;27314.38937705074;
convenience;41;27323.361297809726;
association;65;27343.69720691615;
adjustment;47;27366.003555724405;
excellent;28;27371.240768250173;
merely;36;27427.906105724924;
optimally;35;27441.371898201807;
accomplish;47;27479.463806851152;
embed;63;27498.654443245683;
mitigate;41;27548.0211384551;
layer;245;27559.229599476435;
minor;62;27560.1127443633;
opt;85;27578.003134261246;
interchangeably;17;27582.83500756111;
remote;281;27642.861872869496;
possess;84;27713.130901411754;
devise;41;27722.54335357049;
offset;38;27742.344336885595;
automatic;116;27746.234051552066;
enumerate;29;27791.784359264697;
dependence;60;27859.672628490614;
moderate;37;27894.475217520994;
isolate;46;27919.616857339173;
opposite;32;27939.939730768147;
universal;32;27946.15285014462;
advertise;277;28005.884930169195;
horizontal;43;28131.99896118235;
disadvantage;25;28235.57409515273;
growth;25;28241.555406823252;
responsible;105;28251.908098770782;
pose;42;28262.702546438857;
assist;47;28353.77986118428;
recommendation;438;28444.882825821445;
align;29;28512.597409188787;
revenue;391;28531.849448610432;
actively;21;28569.80643859178;
award;37;28602.350140908195;
statistically;79;28636.381746193103;
dictate;22;28647.463842467754;
trial;127;28663.65880331175;
problematic;29;28737.902768152224;
render;76;28744.717919456016;
familiar;37;28756.89750579883;
jointly;17;28790.875286973376;
graphical;118;28851.570325728695;
relaxation;115;28880.340966664342;
consumer;136;29110.52709310626;
chapter;51;29111.011769803947;
symbol;81;29150.975838585546;
yang;41;29161.500079395348;
fulfill;108;29194.31004699908;
differentiate;27;29213.479341627055;
institution;169;29240.568847639584;
commit;314;29280.245910397527;
carefully;28;29366.421722864226;
cancel;50;29376.829515183803;
commerce;109;29395.267703307745;
train;473;29404.871855907088;
reasonably;27;29417.963007703576;
finding;84;29419.64686136088;
release;75;29470.57614904362;
contradict;72;29477.11534140742;
removal;55;29490.028049560507;
array;47;29509.83000046005;
alter;41;29556.38829816441;
publicly;32;29596.078582102953;
mass;46;29597.04087302235;
conjecture;48;29787.28410475437;
usefulness;38;29804.092410249865;
convex;79;29839.054901512667;
rational;193;29871.593785199224;
acknowledgement;33;29874.235839802448;
dimensional;42;29888.695721406915;
advocate;29;29922.5196373636;
successive;23;29923.85672181799;
cooperate;86;29934.890757936195;
cooperation;106;29941.30473567285;
attractive;44;29955.11404585341;
primitive;50;29999.779876024535;
traditionally;26;30057.66348837934;
relevance;734;30065.403269010734;
increasingly;34;30067.70720627802;
deployment;141;30077.89238591185;
maintenance;61;30245.17756955255;
induction;93;30318.060715923442;
null;47;30322.848718470028;
mutually;46;30365.651064120277;
convey;27;30434.848019494155;
degrade;51;30455.900886408257;
welfare;214;30570.786187583755;
conversely;36;30610.635253315682;
subtract;23;30633.31950023967;
delivery;154;30686.72412119737;
face;29;30688.733055029137;
proxy;466;30730.82750284562;
terminology;25;30839.76085230536;
solid;26;30960.504259894366;
snapshot;28;31022.057037024944;
basically;26;31027.077656071222;
validation;113;31044.19860264186;
freely;20;31130.006994210817;
identification;70;31136.91145860386;
originate;49;31154.094122814957;
refinement;66;31203.24577238318;
virtual;205;31213.927009704043;
length;37;31220.045387427042;
decay;64;31328.1705144967;
quantitative;43;31350.956172283455;
adequate;30;31414.537456054302;
suffice;49;31447.60028374562;
counterpart;28;31497.577383752596;
lose;35;31576.04966141965;
termination;31;31576.96567746493;
industry;37;31850.014487054104;
coordination;124;31855.774616639188;
illustration;24;31860.23243396459;
shortcoming;24;31927.84100005491;
provider;339;31966.04931415775;
instruct;22;32185.8502766965;
clarke;25;32191.828860728685;
consume;60;32263.251993416863;
industrial;16;32298.192856496247;
coincide;33;32491.440889049823;
encompass;21;32493.768714670925;
inherently;25;32500.63933883709;
proposition;310;32553.107390000343;
processor;193;32567.11188066063;
accumulate;84;32583.2425535325;
react;39;32655.71186611718;
loosely;21;32824.55461138574;
correctness;72;32891.261321999336;
latency;306;32925.766656327956;
transparent;25;32940.48073512673;
spectrum;157;33021.89030234046;
vertical;44;33054.481730907646;
invariant;37;33068.14061287273;
median;59;33079.253576871764;
devote;15;33115.954108004385;
fundamentally;21;33146.304762385305;
resort;23;33180.08554069717;
characterization;102;33207.702509338225;
inclusion;39;33221.14047782644;
ongoing;27;33262.14134152911;
authority;153;33280.24722969594;
emphasis;21;33306.010564775475;
exploitation;17;33311.32201121033;
interactive;94;33311.84889210098;
lin;39;33384.97164769835;
recommend;101;33423.29368710516;
consistently;53;33495.025636535516;
mathematics;41;33642.93279888639;
unclear;23;33738.84030404709;
slight;34;33744.19759202069;
incorrect;27;33779.07749876455;
viable;25;33810.29684065873;
decentralize;84;33959.87233079516;
broadly;16;33999.73022944514;
legal;55;34001.79400988064;
collaboration;49;34024.07564966914;
periodically;61;34101.54882220339;
logic;323;34144.75834281873;
strategically;94;34161.97124552752;
election;69;34192.75550091045;
experimentation;25;34223.374922645184;
logarithmic;41;34247.548345831296;
appendix;53;34256.562000347265;
adversary;120;34339.81548075739;
environmental;57;34383.85334566064;
cope;29;34433.00440607085;
dedicate;39;34490.91597449258;
credit;116;34521.164499742525;
insufficient;32;34640.06650807384;
collective;47;34758.1828289379;
exclusive;30;34864.53988243552;
completion;90;34913.42741261688;
assure;15;35060.13943752476;
neighbor;80;35065.94549323804;
deletion;39;35084.24901943034;
taxonomy;144;35120.80866611362;
convention;19;35126.95518392266;
scientist;17;35173.72905706522;
deliberately;15;35195.981494205625;
manageable;14;35289.35561250914;
paradigm;42;35310.47062001089;
duplicate;64;35312.41693094682;
abstraction;143;35360.598367869075;
rare;44;35381.93493439867;
client;1018;35400.41222213483;
recognition;50;35703.47689892156;
secondary;70;35805.78953851268;
operational;51;35814.65480386381;
late;26;35879.09866541613;
atomic;81;35911.707428881804;
perfectly;18;35932.35196180713;
cache;630;35935.59671169694;
incentive;309;35950.580166299864;
locality;43;35968.104611905146;
simultaneous;39;35993.60045440852;
contradiction;90;36012.289334459216;
inconsistent;43;36151.17252683489;
gradually;35;36168.06010005298;
intent;34;36185.090838667165;
budget;230;36186.998944858075;
systematically;26;36218.063439109705;
serious;24;36316.35937302903;
separation;62;36393.894846425654;
ad;410;36471.52846879763;
retrieve;288;36720.938122084815;
undertake;21;36795.99790900848;
diminish;18;36805.11569015335;
subjective;75;36863.64256362387;
sponsor;53;36929.14433480796;
sender;203;36952.0679772588;
informally;21;36975.02193686066;
profit;349;36980.35023291776;
aggressive;29;37026.051332432035;
boost;43;37060.095970426344;
transmit;154;37164.847755337665;
forum;117;37328.20372252884;
exposition;20;37375.46484715282;
participation;29;37469.23838935776;
group;41;37496.21381686832;
consumption;57;37514.08865269803;
equilibrium;1577;37638.970073147604;
informational;50;37682.6333938321;
tolerance;26;37790.23655658662;
notable;18;37854.53188799171;
exclusively;22;37876.08007058024;
assistance;16;37955.49700449511;
satisfaction;64;37958.1483342559;
acquisition;27;37971.9136861257;
conversion;25;38028.7965208513;
recognize;30;38076.94518604482;
sec;119;38113.271597389896;
scan;299;38145.94705888464;
reuse;30;38203.37459022354;
matter;19;38318.42838168535;
equality;53;38355.73193755816;
privacy;160;38376.59073552742;
virtually;16;38405.08217789604;
simplification;21;38429.16688457104;
readily;34;38490.89442051041;
education;39;38605.25924288002;
payoff;734;38637.47043153969;
advertisement;89;38790.73641337819;
equip;47;38869.84658147373;
predictor;150;38930.75176858705;
viewpoint;28;39008.59833967259;
intersect;35;39053.777836973895;
alleviate;25;39125.86036361586;
prohibitively;15;39217.43854428999;
clarify;16;39256.94794929976;
clarity;69;39265.54962506103;
financial;52;39299.29463391324;
systematic;23;39325.40114388663;
terminal;16;39350.42079238042;
contact;131;39471.000154338624;
conservative;73;39495.38304471516;
enterprise;30;39571.176784503215;
nash;697;39620.01772371309;
utilization;105;39702.39228128808;
treatment;33;39762.957987246285;
comparative;23;39782.23639927995;
specialize;33;39785.25992107954;
sensor;1479;40051.55111799039;
fragment;79;40060.263424863064;
subtle;16;40076.894512519975;
disaster;26;40158.70309998026;
maximization;53;40214.65539450584;
vast;24;40368.62002424897;
expansion;322;40491.88881683122;
disseminate;55;40492.36099952066;
indicative;20;40495.87614919202;
compromise;96;40512.96613602872;
observer;21;40536.732544524464;
occupy;34;40558.66379854061;
receiver;382;40671.51694682589;
ordinary;19;40720.619181322654;
seek;12;40731.469455051105;
responsibility;37;40741.24777136514;
tolerate;18;40750.63259245848;
excessive;21;40830.60886883146;
regression;100;40852.190575549495;
inconsistency;122;40883.181899938114;
tendency;21;40946.89870637522;
qualify;19;40948.04104516927;
compensation;42;40955.20963340125;
attract;19;41029.41567991357;
facility;76;41031.97465581745;
width;47;41050.860995810595;
corporation;16;41161.8134743553;
totally;18;41169.928290417796;
solver;33;41303.91261911157;
concurrent;89;41340.18024970208;
character;125;41487.30761913383;
organizational;122;41512.85356084429;
professional;21;41614.81292378195;
expressive;66;41626.0874090849;
coalition;255;41631.609244289844;
dramatically;34;41839.11741607467;
overload;78;41879.61290538004;
exhaustive;30;41957.27859160071;
technically;18;41974.23293259706;
mixture;75;42194.436865857475;
extraction;121;42283.4289203865;
wireless;194;42366.09367909142;
suspect;21;42439.07278846853;
module;244;42445.92355637738;
decomposition;111;42457.580909796496;
speed;29;42518.87154426179;
official;24;42616.51996236512;
intrinsic;22;42640.831763482;
accessible;36;42693.201340668376;
replicate;147;42696.27792378937;
designate;39;42699.20750234105;
useless;15;42718.00865483503;
placement;107;42731.97314804784;
receipt;36;42793.90411713114;
observable;57;42829.143813915114;
term;27;42961.65693195596;
selectively;17;43004.71381315826;
reaction;17;43013.077518056874;
regularly;13;43089.890535332415;
tractable;39;43161.219065865494;
validity;59;43162.59595632811;
favorable;10;43214.81303211579;
prescribe;30;43243.29040444139;
envision;23;43311.091552483296;
economy;24;43354.63543139871;
dramatic;20;43456.35507974409;
correction;32;43523.827131839316;
thorough;17;43557.87753378754;
outgoing;60;43621.80867353375;
assemble;18;43782.05116176914;
anatomy;14;43828.60732544524;
evident;16;43846.032452663305;
translation;142;43888.64113747564;
symmetry;25;43912.35733546242;
corollary;97;43937.80893472218;
repetition;19;44017.444910758146;
degenerate;20;44106.15291544173;
secure;65;44136.16146194292;
stationary;27;44200.35087401665;
submission;48;44258.72576549731;
redundancy;85;44297.20180813631;
qualitative;25;44307.68799705569;
disk;92;44313.35888775279;
retrieval;1296;44340.55800089932;
exposure;111;44587.83357547678;
brevity;11;44625.70216059231;
inner;19;44737.56488826032;
perception;81;44743.66399888401;
poorly;36;44801.083025274434;
simulator;50;44855.96808752187;
vehicle;45;44918.894901334585;
imperfect;38;44923.68832205721;
paragraph;54;45064.795861944105;
stressor;22;45128.01740316364;
entail;18;45147.3297325935;
publication;55;45234.00158642295;
negotiation;906;45308.130408715384;
entertainment;21;45538.95748564577;
correspondence;48;45555.37985109291;
vertex;503;45557.17245856972;
company;32;45629.81737437355;
selective;45;45692.16147233109;
evenly;31;45746.88365984361;
anomaly;12;45872.62800385253;
scientific;17;45973.090779306156;
mere;11;46026.5997702729;
practically;14;46049.312250776515;
skill;33;46176.615750256366;
autonomy;39;46412.17381348474;
awareness;29;46501.49326178353;
tech;19;46575.44964628259;
compound;50;46609.05413427163;
discriminate;23;46630.515967369254;
notably;15;46860.5278900278;
center;14;47048.43830536193;
emergence;18;47052.878542924685;
uncertain;71;47073.318054799114;
coherent;31;47095.9427299831;
market;44;47267.80832775587;
recipient;38;47271.83837778236;
expose;54;47281.261635128656;
reserve;71;47340.1030907793;
repository;64;47352.41600936717;
valuation;645;47380.59845097449;
behavioral;39;47498.28592713733;
overlie;216;47602.27821465831;
widespread;16;47645.38143009573;
spatial;153;47704.26829691783;
bracket;17;47765.199637007434;
navigation;27;47828.20792528823;
expire;25;47911.61693302446;
neural;34;48134.61005159956;
edit;72;48183.7822638211;
enforcement;25;48199.30019603973;
enhancement;27;48361.16744553256;
attitude;35;48423.62305908053;
monetary;32;48500.70028033236;
derivation;30;48552.47503795395;
security;480;48554.2390690413;
positively;19;48573.13588031634;
isolation;35;48616.3970568812;
normalisation;65;48631.136564451954;
remarkable;12;48706.43601402701;
principal;144;48752.47682620432;
resultant;13;48781.99092221779;
deadline;151;48798.96625475073;
pseudo;30;48883.1305333735;
continually;13;48923.300126290545;
illustrative;12;48994.8432305448;
timely;24;49005.211037289104;
ibm;33;49069.80042086955;
loss;51;49085.82302999363;
instrument;21;49117.84437621226;
objectively;11;49133.89704278296;
deduce;13;49134.103990098585;
command;113;49174.423028806414;
transportation;46;49205.29436233663;
acceptance;27;49237.06656001472;
unrealistic;12;49270.45541914066;
rationality;79;49390.397481312415;
differential;45;49405.76419136208;
promote;25;49479.54140207734;
triple;79;49488.73440549208;
exercise;51;49564.62017710357;
consult;11;49568.368440423066;
trajectory;154;49781.76571397195;
keyword;367;49792.53833014515;
adequately;10;49851.92003478555;
incident;18;49910.1109902455;
modest;11;49934.06754392343;
judgment;380;49964.10299283364;
lesser;35;50026.605497126184;
genetic;37;50032.62159434764;
manual;41;50189.50648593219;
fit;32;50227.34927275345;
bypass;11;50255.95664123542;
cite;13;50276.245941562054;
mediate;29;50310.48852329103;
tactic;22;50344.15065675536;
concise;29;50421.54602036379;
drastically;14;50625.48372098545;
geometry;26;50680.846189691074;
right;12;50901.10084841721;
seller;645;50919.67522701876;
learn;14;50936.34635664391;
postulate;7;50992.01629162876;
analogy;13;51032.15077547737;
append;29;51141.185072784014;
rectangle;70;51166.18833467143;
account;11;51176.010573679625;
developer;20;51188.49178814649;
persistent;58;51203.15525723351;
anytime;26;51212.60578354305;
expertise;88;51269.10197479235;
substitution;56;51412.78964981457;
inspection;11;51471.135159080084;
impractical;14;51502.80862010884;
convince;14;51519.50518295805;
unused;9;51592.51988519581;
transmission;174;51975.09950685842;
estimator;27;51978.13008964996;
lastly;10;51989.148767591265;
elicit;114;52004.149098528884;
edition;18;52197.10028597166;
meeting;16;52251.38448421962;
mislead;16;52259.68964729173;
conform;38;52327.95750197004;
margin;55;52352.85714921725;
federal;16;52366.99620386351;
quote;46;52392.67985272534;
install;74;52431.34175913381;
remedy;11;52490.19756976031;
deal;23;52589.77639450139;
necessity;10;52900.773278048444;
histogram;29;52934.15577961038;
predicate;53;52980.45857417826;
uniquely;34;52981.81410655004;
truthfully;72;53018.70400523564;
visualize;16;53064.11409927832;
judge;68;53146.05308654984;
rationale;11;53267.63319497272;
causal;38;53317.79455006582;
orient;31;53477.06898045984;
predictive;29;53562.40344709376;
origin;50;53593.780333104296;
geographic;84;53623.53182121058;
student;69;53646.270150465316;
socially;25;53658.045912771966;
achievement;16;53727.307255547654;
critique;29;53828.12385080798;
apparent;27;53843.180059746854;
circular;22;53856.28664392151;
detrimental;9;53861.86310461042;
inversely;12;53867.376249363726;
reorder;22;53954.539296245566;
temporarily;13;53999.61743314096;
behalf;34;54001.80524840356;
logarithm;17;54132.958444326054;
reconstruct;18;54153.11824861281;
foster;33;54220.38371549456;
annotate;45;54395.87125932895;
medical;28;54497.98312663336;
value;27;54613.47059181442;
qualitatively;12;54722.865471630634;
style;28;54741.23641115215;
merit;11;54834.11162392427;
examination;17;54969.73552741514;
multi;21;54990.59792266151;
truthful;253;55728.277198101045;
profitable;46;55870.19919031585;
insertion;82;55974.170410614934;
consensus;69;55978.49844251554;
collectively;16;56059.97855286766;
periodic;57;56071.285455217316;
summation;21;56089.756968611386;
political;41;56153.81522995712;
number;17;56267.167064138084;
institutional;61;56308.41470639303;
evolutionary;32;56363.09068581257;
coordinator;76;56410.8187248365;
activation;12;56430.08107971738;
revise;33;56563.16630431718;
cohen;23;56623.26550101433;
vulnerable;23;56733.05477685455;
penalize;29;56824.01960248901;
negotiate;107;56865.391757427176;
inadequate;17;56881.259008404035;
clique;77;56939.67489162906;
dictionary;34;56954.62087607944;
token;144;57026.292723972794;
worthwhile;10;57068.72069458316;
algebraic;29;57097.77834747857;
deng;19;57240.70804772031;
stabilise;19;57309.34359042091;
bidder;1072;57311.328819917995;
unavoidable;9;57444.56163379303;
succinct;17;57465.217607068706;
transport;75;57532.268877171686;
engage;50;57591.608156499366;
visualization;14;57749.20802917;
remarkably;10;57761.14377087838;
unrelated;30;57784.66696396638;
prime;43;57906.76440357769;
elimination;52;57940.2306041615;
continuity;16;58131.23090393459;
personalize;62;58137.7172887453;
branch;34;58265.14337612767;
article;123;58280.56971876238;
ineffective;15;58516.901577964;
angle;38;58691.06391102972;
spawn;52;58723.89165428742;
signature;15;58728.78784078784;
ample;12;58744.9504765947;
amenable;8;58749.79930043052;
mistake;21;58776.23480840492;
informal;14;58790.04524644465;
intention;163;58808.71562812109;
reiterate;12;58847.63643014768;
syntactic;42;59037.23711161205;
infinitely;15;59038.755722030204;
adoption;25;59105.23545247187;
instantaneous;42;59231.44198129238;
op;32;59238.33940992189;
underestimate;16;59286.04182576654;
restrictive;18;59296.61450812726;
threat;65;59352.05505585129;
commercially;7;59353.07035318316;
indistinguishable;22;59402.67053749909;
predetermine;18;59415.55066091063;
surplus;129;59427.86754332983;
departure;49;59572.946112076555;
scalar;16;59574.34035079388;
unaffected;12;59594.278517399456;
assert;23;59631.1352421855;
half;11;59631.81791159068;
outstanding;28;59645.91532152148;
sensitivity;65;59656.25847267093;
advantageous;14;59720.87546802445;
optional;13;59806.63046585035;
entropy;111;59912.13976252628;
reproduce;11;59968.25262264355;
staff;17;60047.010802219505;
register;52;60092.31001583455;
fractional;74;60178.36133639438;
inability;13;60269.69954573988;
color;95;60284.95472239082;
deem;24;60399.021585146686;
unreasonable;10;60400.43024562101;
unreliable;17;60415.78682423057;
accompany;13;60479.84323499688;
archive;42;60593.87079037699;
auxiliary;23;60615.49624467421;
mobility;78;60723.93426065122;
investment;25;60729.0353658048;
diagonal;36;60825.90759420221;
projection;96;60990.53539622731;
arc;131;61048.57057504493;
cumbersome;7;61136.81334821316;
packet;477;61148.84664528681;
intentionally;10;61149.63284029069;
synchronization;75;61199.0422769102;
supplier;61;61287.309365831505;
time;26;61423.19026984031;
sibling;38;61491.9096540292;
afford;9;61636.16023762212;
stanford;18;61848.40377951541;
manifest;36;62081.38222108117;
routine;28;62137.43860513502;
fusion;112;62268.46520183485;
poll;16;62333.748846541406;
rating;244;62369.729781269525;
architectural;20;62392.46332454296;
nonetheless;17;62451.26063192762;
numerically;13;62465.8538027404;
composition;61;62500.959187822686;
variability;31;62606.87583457868;
realization;33;62682.26962957247;
verification;18;62931.15346304703;
obstacle;26;63046.45023989268;
perturb;17;63052.86819630092;
incorporation;8;63144.58363743483;
reputation;234;63206.24576941513;
reliably;10;63218.942410917676;
unlimited;41;63325.918929186766;
retail;11;63476.89193476819;
innovative;13;63519.892427464554;
appearance;14;63535.3486405587;
mediator;200;63584.00625516626;
pair;27;63621.745369470336;
axis;41;63644.92347178794;
finance;30;63676.695160445386;
alignment;82;63719.18537849321;
geographical;73;63732.6529666406;
ambiguity;26;63864.690042042435;
sustain;14;63879.900726133535;
faculty;17;63939.41123377404;
intensive;17;64001.78403871525;
military;26;64222.61813953696;
activate;20;64262.778595310774;
restore;17;64620.6450315578;
constructive;9;64664.711308123704;
inefficiency;17;64898.02951132534;
witness;119;64939.354219009474;
neutral;25;64964.70573560904;
progressively;12;65183.17187237977;
invalidate;20;65271.47559149535;
elapse;39;65339.4509833893;
visual;50;65351.31084095257;
disagreement;10;65394.53772021079;
lai;12;65416.06198921707;
invalid;13;65514.55050508798;
severely;18;65548.65607122134;
workload;82;65567.74913889437;
prefix;39;65618.68406290487;
script;24;65632.98429604522;
revoke;10;66045.20730348167;
phrase;113;66054.43335168577;
localize;91;66152.67698113655;
derivative;23;66196.03174626731;
exemplify;13;66302.40114982273;
competitor;17;66323.48867466161;
math;19;66338.07086665588;
bilateral;52;66339.59112137397;
defer;10;66373.10699673367;
degradation;44;66373.62589802075;
diversity;22;66595.798622231;
compile;15;66758.92114335239;
susceptible;16;66777.68889637497;
elaborate;22;66824.84879563934;
contextual;36;66859.90986476079;
unspecified;10;66910.76829765984;
sensible;14;67136.01321672852;
forecast;61;67162.72094538342;
prohibitive;12;67170.78343026491;
denominator;11;67199.03556318015;
regulate;30;67265.81638749679;
innovation;68;67371.14574611593;
assertion;15;67511.70914589897;
logically;10;67531.24632592459;
flaw;11;67640.68323630282;
pertinent;10;67718.82216480693;
session;226;67772.897633425;
interconnect;19;67856.4762073658;
schema;31;68046.39594683035;
exclusion;13;68059.3907230616;
categorize;31;68216.98290996568;
temperature;48;68403.38134253825;
video;201;68560.14195443153;
supervise;32;68644.7219515525;
congestion;177;68735.33169892691;
reset;24;68763.97360661163;
bargain;50;68804.21290567685;
recovery;60;69025.33692121162;
punishment;37;69117.1197489623;
indifference;43;69318.01081409171;
proactive;12;69401.3434716989;
contiguous;12;69668.23384675659;
rigorous;10;69777.11594243762;
measurable;17;69860.1158059073;
radius;26;69883.10663166345;
elementary;14;69931.09195168607;
committee;14;70019.3776606717;
incorrectly;19;70025.97041002133;
vital;11;70049.87211857954;
intelligently;9;70061.12967263888;
firm;42;70077.9087769703;
probable;13;70097.2654520415;
premise;12;70168.38674735806;
enrich;15;70308.81847255222;
segmentation;136;70445.83375207578;
temporary;20;70506.42666763623;
resume;24;70628.22776522128;
feng;12;70654.96740190222;
internally;13;70800.28858354245;
intervention;9;70855.38679781492;
dissemination;56;70858.27972242792;
diagnose;14;70892.65164882621;
cutoff;22;70901.41163297681;
audio;57;70964.56892777694;
transitive;22;71153.38424677559;
persist;11;71241.49276908716;
pos;19;71358.6175770914;
meter;26;71397.00557399869;
persistence;20;71404.47514628779;
modular;36;71481.18148886313;
visibility;30;71889.88196657084;
learner;57;72096.60592304142;
abc;14;72175.08322264979;
fairness;95;72281.17097454451;
confine;7;72575.42922609569;
fluctuate;11;72588.79948593366;
affair;9;72696.232223233;
predictable;17;72706.56600424727;
marketplace;29;72722.54571020252;
replication;160;72759.52414138011;
cognitive;114;72775.14788311224;
mesh;86;72975.75423948902;
probe;133;73029.1152345576;
conceptual;47;73029.3255179619;
circumvent;8;73101.70733242016;
soundness;10;73109.53683276371;
closeness;12;73182.04052576046;
abbreviation;38;73251.35946652261;
graphic;19;73358.27435767678;
ultimate;9;73377.56814717969;
psychology;13;73452.3942669138;
unacceptable;12;73564.98340117802;
airline;7;73646.1395636669;
collaborate;34;73659.90537113244;
endow;16;73827.57722941398;
compel;9;73860.11522565346;
multiplication;11;74016.75962204846;
justification;39;74129.61909524919;
unnecessarily;10;74331.10519661108;
unpredictable;15;74473.7467510978;
mechanic;8;74703.12290993599;
universally;6;74757.8165700319;
contradictory;8;74776.26491334035;
cyclic;14;74799.22055137473;
concretely;8;74956.8032078689;
unavailable;14;75044.05325127664;
accordance;18;75054.34691463738;
inspect;11;75138.67123795899;
disrupt;10;75260.77365499084;
neglect;9;75396.2663231643;
specialization;11;75523.56018241638;
compatibility;71;75572.64202195467;
confusion;14;75675.57790909753;
presumably;14;75724.65113980556;
supplement;14;75818.90056734283;
divergence;74;75861.09575821074;
square;21;75877.96324217955;
adversely;10;75944.21163980334;
signify;12;76038.0440369641;
dilemma;32;76052.28726869612;
pervasive;38;76071.53179004605;
excess;42;76072.18213886618;
adhere;13;76122.37599856347;
employee;24;76200.00684432428;
decade;13;76462.31533606493;
fluctuation;22;76522.61196599208;
diverge;9;76610.79944289694;
plausible;76;76853.23599859314;
normative;329;76969.58673607947;
power;13;77423.12972903183;
lend;5;77510.14829418722;
unbiased;10;77519.5683712675;
intact;12;77558.99381755097;
disjunction;27;77559.01153087588;
intermediary;16;77578.7663877194;
asynchronous;85;77589.11686550132;
influential;20;77620.65823047802;
disagree;16;77746.54216931837;
quantitatively;14;77768.04947740052;
duality;12;77861.67549562732;
willingness;47;77905.08615063153;
arrangement;24;78034.69204399244;
appreciate;14;78134.88115926113;
concave;56;78139.19909830629;
synchronous;44;78156.48498537493;
distributional;19;78267.36608379103;
enumeration;14;78275.59510746569;
nielsen;12;78279.58390455937;
interfere;12;78326.04263307626;
ascertain;7;78531.50044001348;
hand;7;78616.16765923219;
unsuccessful;11;78669.16316411983;
orientation;46;78808.61910563736;
handbook;14;78974.16022278187;
readability;10;79210.04373422296;
mini;16;79236.49474729277;
manufacture;11;79349.87202360194;
visually;7;79389.80983700951;
philosophy;9;79522.83162546765;
uniqueness;11;79534.84748376106;
intensity;14;79551.42745120154;
abuse;16;79654.5751473266;
reinforce;6;79659.15858738609;
notify;64;79750.4637860748;
hypothetical;12;79826.96639573314;
optimistic;36;79828.85722638656;
broke;103;79915.88115184101;
insurance;29;80138.6474505189;
copy;16;80211.58341928312;
dissimilar;10;80230.47197047384;
usable;8;80329.32430106122;
overestimate;23;80338.43459529891;
approve;26;80434.58752558088;
