SEP=;
lemma;nr_occ;relevance;
evolution;71;28.27150538033341;
hybrid;61;28.11023784472051;
formalize;54;28.00832092935595;
spectrum;157;27.747211145622924;
popularity;104;27.744906454470854;
newly;84;27.739025262561157;
unable;54;27.6355560568263;
explanation;74;27.624433287872684;
rating;244;27.496836800263573;
contrary;46;27.481673030661455;
invoke;88;27.470933140212196;
compete;73;27.38097153194439;
violate;87;27.309444484842903;
handle;65;27.302724818689224;
cpu;92;27.285102019313115;
fulfill;108;27.267268488357086;
continuously;56;27.242976479684444;
fairly;51;27.180036002451597;
manually;66;27.091269034478362;
consumer;136;27.06829038811712;
contradiction;90;27.01913502106574;
concrete;75;27.000173630949643;
conjunction;82;26.920708532996564;
digital;65;26.919596998113807;
decompose;64;26.877993835359273;
inspire;51;26.86615279820372;
decentralize;84;26.820800987767175;
assessment;60;26.668764088964352;
academic;48;26.659665530398026;
implicitly;63;26.587408342892925;
possess;84;26.531469496603805;
sketch;57;26.529423025838366;
dual;133;26.47775817215584;
significance;55;26.39253060430991;
individually;74;26.375366368723864;
corollary;97;26.17784854929116;
integration;85;26.161089452587632;
attach;66;26.160023922486403;
ease;66;26.128412701474986;
strategically;94;26.05075366220321;
induction;93;26.02130763397409;
brief;45;25.926778196108003;
identifier;101;25.925700793805092;
considerable;42;25.88480551107602;
consume;60;25.87835445348546;
surprisingly;40;25.739173665082227;
resolution;91;25.73516382896313;
contradict;72;25.65517041803507;
manipulate;65;25.579226911906776;
trial;127;25.484700442091118;
interactive;94;25.48284392655262;
completion;90;25.416312108310102;
proportion;97;25.36656758325011;
normally;50;25.338218249651614;
publisher;77;25.319675354644936;
arbitrarily;54;25.31043878173403;
unify;89;25.293264157971514;
institution;169;25.244794410567447;
manipulation;56;25.23907052533008;
arise;50;25.16825432630449;
greatly;47;25.131475729509688;
feasibility;57;25.11936905184145;
reliability;60;25.001105598781926;
determination;85;24.933655168934017;
differently;48;24.927230823797228;
consecutive;56;24.829187214232395;
begin;45;24.805684706971807;
penalty;97;24.772365372942964;
usual;54;24.66790929044303;
unnecessary;48;24.649350071159006;
movement;99;24.59590587124895;
congestion;177;24.552615371829937;
shift;45;24.48516345795683;
analytic;61;24.477409426231343;
compromise;96;24.472506206935435;
distinction;35;24.439007305856112;
graphical;118;24.430922336508658;
validation;113;24.298054591351388;
progress;47;24.24470240100439;
statistically;79;24.21478593678349;
drawback;41;24.205500391040648;
association;65;24.105539420903686;
reality;41;24.086414788014423;
coalition;255;24.01905339967916;
command;113;24.000253768311012;
disk;92;23.941201437130026;
increment;48;23.910959971387992;
importantly;39;23.87589839176187;
secure;65;23.819180432237186;
homogeneous;61;23.750091638556768;
unchanged;46;23.715650381468684;
membership;77;23.648820274158826;
creation;53;23.582966655437538;
largely;44;23.575680091653403;
indication;42;23.421443867488414;
surplus;129;23.41635662906642;
embed;63;23.28848708081852;
substantially;51;23.259535232984536;
intention;163;23.24019244838932;
spatial;153;23.216743366036305;
replication;160;23.188846660127066;
extraction;121;23.138499620831553;
circumstance;42;23.136552579755218;
mark;62;23.123708341557307;
highlight;54;23.06679894278044;
neighbor;80;23.02836120580017;
appropriately;42;23.0107324703232;
theoretically;37;22.950761527536823;
maintenance;61;22.945824175661105;
reverse;61;22.93119762318523;
european;37;22.881635633226132;
preliminary;42;22.803550678718928;
additive;75;22.761764980863493;
symbol;81;22.71135561250914;
normalisation;65;22.628354082479156;
institute;48;22.62401924483893;
prove;44;22.60745010336236;
open;52;22.551831806518727;
extensively;42;22.53027782435968;
naive;62;22.467972509917;
solely;39;22.3489893046303;
negligible;47;22.33985809750936;
purely;38;22.213932622287384;
stability;76;22.20108244798862;
exploration;55;22.12029211552246;
replica;322;22.09981405164111;
visible;61;22.076546020363804;
modern;41;22.073186187286954;
redundancy;85;21.93316692463972;
periodically;61;21.891166043128752;
division;55;21.85064621877797;
traverse;61;21.810979708923306;
compatible;77;21.764485199074564;
convenience;41;21.655327724707394;
thesis;37;21.648378034646047;
overlie;216;21.634846692775614;
fund;47;21.613844767994923;
convex;79;21.586115756934475;
subsequently;41;21.549651773484335;
rationality;79;21.54637504581928;
recommend;101;21.507238332964807;
evolve;49;21.491111431000988;
reputation;234;21.47354205653245;
degrade;51;21.45101900591087;
consistently;53;21.363992799509674;
historical;61;21.357336946440057;
cooperate;86;21.332270276607456;
uncertain;71;21.31051595104498;
scan;299;21.302343424210083;
character;125;21.297827535494182;
agency;73;21.274281991502477;
redundant;49;21.254038403604397;
utilization;105;21.214604885707804;
numerous;37;21.187858299336785;
separation;62;21.080871953852753;
facility;76;21.046001813478803;
sequentially;37;21.012200171256502;
relaxation;115;20.99342725234217;
permit;58;20.957918981127655;
depth;62;20.954070903756513;
considerably;44;20.921051342820217;
accomplish;47;20.903768385217326;
convenient;41;20.882851049873636;
replacement;105;20.855536081846967;
deadline;151;20.821697338994394;
compensate;45;20.789342621352457;
mutually;46;20.767551195159708;
directory;91;20.74340165290728;
negotiate;107;20.738951061300632;
normative;329;20.737207331678146;
intersection;44;20.70702225889414;
isolate;46;20.700036952227745;
truthfully;72;20.554304192519623;
completeness;40;20.537076143849536;
functional;54;20.506672919359552;
costly;44;20.50624403607369;
mixture;75;20.49642127320459;
concurrent;89;20.46489464163017;
integral;64;20.464081395814752;
inference;49;20.45853410957745;
accommodate;59;20.437331841393323;
environmental;57;20.422826978984713;
sec;119;20.39519591358818;
minor;62;20.38275533024755;
acknowledge;37;20.330179285085688;
pose;42;20.177876745770156;
versa;35;20.172742018541413;
vice;35;20.172742018541413;
likewise;31;20.166026804463357;
tackle;37;20.160672441503433;
placement;107;20.11750660020213;
structural;51;20.04767876196681;
regression;100;19.995610253426978;
numerical;45;19.95041871771318;
merely;36;19.949152844208523;
classic;38;19.85872970410021;
originate;49;19.83089681127503;
accumulate;84;19.822391862792962;
liu;41;19.777516424449022;
contact;131;19.739198893510807;
release;75;19.705732640986106;
video;201;19.691490451039787;
phrase;113;19.681059237834326;
diagram;61;19.676423143076363;
attractive;44;19.674786263269045;
devise;41;19.6353334530447;
rarely;32;19.62807953781519;
group;41;19.614999339608786;
render;76;19.583506840614206;
entropy;111;19.465964623807036;
suffice;49;19.41461289944393;
refinement;66;19.38020577493571;
dependence;60;19.36209324724009;
sensitivity;65;19.31978072043488;
alter;41;19.312379886709518;
student;69;19.293672264904437;
horizontal;43;19.249725826342335;
inconsistent;43;19.221952294525572;
privacy;160;19.190764020699184;
forum;117;19.13953547042857;
mathematics;41;19.101480611952635;
expose;54;19.086913420485185;
comprehensive;38;19.07426210556465;
indirect;43;19.06104982911449;
interestingly;36;19.02824545183374;
ultimately;33;19.01190336621439;
inconsistency;122;18.990420617265453;
react;39;18.90425959756204;
atomic;81;18.86113234091621;
maximization;53;18.849763223777646;
diverse;39;18.807373527661483;
production;38;18.79510954332092;
repository;64;18.782578434442446;
experimentally;33;18.769464103656198;
yang;41;18.764154261452596;
burden;42;18.718980534041307;
conventional;39;18.698625644252438;
lecture;30;18.650707954226732;
equality;53;18.57911264196556;
conservative;73;18.517984159514906;
predictor;150;18.49456178961568;
overload;78;18.417753096789603;
length;37;18.383270286995632;
properly;38;18.348082565226616;
subjective;75;18.262576000641097;
expressive;66;18.228487941553155;
authority;153;18.208707369520795;
collective;47;18.172314619280755;
divergence;74;18.14420421374118;
opt;85;18.13129764648442;
collaboration;49;18.090432044259565;
axiom;170;18.078987241835264;
poorly;36;18.07848712533929;
revelation;66;18.071069967336605;
token;144;18.067658193377394;
chapter;51;18.065073021460492;
null;47;18.04008203691365;
paradigm;42;17.97536963357933;
financial;52;17.974716662486664;
engage;50;17.935189651001785;
operational;51;17.92582545192278;
simulator;50;17.88622720722779;
taxonomy;144;17.8526763652661;
vocabulary;77;17.850068932971034;
judge;68;17.80076813144902;
conjecture;48;17.793908966925535;
localize;91;17.793891158623005;
notify;64;17.746583402958848;
rare;44;17.70731906393626;
primitive;50;17.64411888229157;
simultaneous;39;17.615051280491148;
secondary;70;17.608782758001496;
optimally;35;17.598309992090144;
observable;57;17.584409127942262;
award;37;17.562549436589823;
applicability;26;17.48681369399103;
mass;46;17.445001283681805;
publication;55;17.442564514285973;
expense;31;17.423123784026846;
median;59;17.406435920533422;
conversely;36;17.393266680814378;
anticipate;27;17.392557316763696;
fragment;79;17.36918540372164;
correspondence;48;17.250757223863722;
dedicate;39;17.24209051663369;
repeatedly;32;17.238613445565214;
mitigate;41;17.23317152511787;
originally;29;17.22405812629945;
adversary;120;17.209590364521116;
removal;55;17.205133836813623;
moderate;37;17.18219674315827;
disseminate;55;17.170087097439616;
familiar;37;17.140681137891164;
adjustment;47;17.119462545429723;
accessible;36;17.078953109255426;
advertisement;89;17.070387315739715;
persistent;58;17.068606485486978;
designate;39;17.041488892813305;
preferable;30;17.030737130162372;
correctness;72;17.01221055943299;
ideally;30;17.007897982170924;
severe;25;16.980096253875157;
appendix;53;16.945015381921305;
assist;47;16.9332203495473;
readily;34;16.93058917284887;
satisfaction;64;16.909716358261495;
percent;35;16.828442233576666;
informative;92;16.788852893032946;
recognition;50;16.748954875245417;
credit;116;16.74299057792394;
vertical;44;16.70974989723126;
transport;75;16.674456809672282;
quantitative;43;16.630645417404345;
geometric;35;16.624920048141778;
translation;142;16.56663198994425;
laboratory;34;16.453973700105216;
dimensional;42;16.440446810310412;
slight;34;16.38158591838158;
essence;28;16.37700324853118;
constantly;25;16.36793585449429;
decay;64;16.333485693254957;
reserve;71;16.296158007132227;
equip;47;16.263133994120295;
increasingly;34;16.253526414906734;
consumption;57;16.23131649360459;
ma;138;16.22907561553656;
usefulness;38;16.22848942557836;
cancel;50;16.193028643170585;
proximity;82;16.169199650363662;
enumerate;29;16.12158618550612;
inefficient;29;16.113192538914856;
tractable;39;16.093925439605368;
opposite;32;16.091702369839858;
indirectly;35;16.089029640435534;
exposure;111;16.069076921478743;
offset;38;16.049731168833095;
paragraph;54;16.049421007564074;
compatibility;71;16.04741608950453;
locality;43;15.989274949802843;
face;29;15.976209591848548;
suit;27;15.97005088722447;
conceptually;31;15.950384585133333;
legal;55;15.920494833366233;
consensus;69;15.902496575611828;
asynchronous;85;15.899179779266088;
fairness;95;15.884617039874275;
rapid;28;15.81383942550416;
attain;28;15.80046687433126;
fusion;112;15.76086714561107;
universal;32;15.742536466209488;
dramatically;34;15.715248210636602;
array;47;15.702565731186644;
decomposition;111;15.57210062284538;
publicly;32;15.558288800210137;
acknowledgement;33;15.52342459593704;
lin;39;15.510239031940667;
perception;81;15.504967774392554;
procurement;195;15.503347218862553;
duplicate;64;15.488926945890956;
specialize;33;15.478838542509163;
carefully;28;15.440544755974315;
excellent;28;15.412032179602667;
workload;82;15.374343875353759;
undesirable;28;15.366898520872072;
treatment;33;15.35540029354019;
ontology;203;15.352736468287121;
recognize;30;15.299584621343548;
political;41;15.259067765043195;
adequate;30;15.254047307755668;
sponsor;53;15.248222508803977;
loss;51;15.247806981745008;
viable;25;15.22138836494554;
uniquely;34;15.204115795519135;
informational;50;15.169793260447907;
lose;35;15.105147638248077;
industry;37;15.101695795608173;
exclusive;30;15.101385634339161;
intractable;25;15.091987302680296;
ibm;33;15.086540930157323;
align;29;15.08565199905616;
origin;50;15.066801910830856;
superior;29;15.060990468106073;
elicit;114;15.04354426773002;
appeal;27;15.021807750470064;
subtract;23;15.011259299272975;
organizational;122;15.00568381655668;
manual;41;14.95324875378983;
mobility;78;14.91641821611265;
synchronization;75;14.91475759190197;
clarity;69;14.87788846956932;
coincide;33;14.831269301602898;
disadvantage;25;14.765798561385958;
traditionally;26;14.740239195183445;
reasonably;27;14.739558027611771;
shortcoming;24;14.674780327168202;
problematic;29;14.641079598660225;
rewrite;24;14.636562225919095;
install;74;14.611140874061164;
dialogue;260;14.576097102737583;
advocate;29;14.559568029941696;
reuse;30;14.555789701755456;
conceptual;47;14.546809865205994;
gradually;35;14.470639303220484;
inclusion;39;14.4667155405636;
evenly;31;14.448484290851134;
revise;33;14.432824856828669;
edit;72;14.389482416527295;
differentiate;27;14.369449560209127;
margin;55;14.331483743245832;
responsibility;37;14.331439222489509;
basically;26;14.282972443135861;
snapshot;28;14.240245873296892;
counterpart;28;14.236638208009877;
controller;115;14.201124000694524;
experimentation;25;14.186058176756303;
solid;26;14.153753915971523;
successive;23;14.10486864150848;
terminology;25;14.092496323327538;
late;26;13.996751468813951;
validity;59;13.99569187481357;
insufficient;32;13.954839628815614;
clarke;25;13.928606515167479;
degradation;44;13.911417051152869;
intersect;35;13.897626004870572;
growth;25;13.883747401100846;
boost;43;13.86246351153013;
dictate;22;13.86051350240338;
intent;34;13.815038517874338;
opponent;93;13.78835574458739;
principal;144;13.745185451210448;
incorrect;27;13.714927661191107;
gradient;44;13.703270643161687;
logarithmic;41;13.671401201763619;
enterprise;30;13.667931550821189;
triple;79;13.640943068340848;
election;69;13.57714630856149;
cope;29;13.542182674599278;
expertise;88;13.520860200373086;
termination;31;13.501509995651809;
attitude;35;13.49598496979267;
inherently;25;13.495976065641402;
invariant;37;13.488195321462117;
probe;133;13.478442307777923;
axis;41;13.397039072899773;
qualitative;25;13.339300104030167;
autonomy;39;13.329254737379475;
annotate;45;13.324965904520788;
personalize;62;13.321833127301169;
compensation;42;13.30031624577238;
prescribe;30;13.298217834124568;
trajectory;154;13.27392434142671;
exposition;20;13.106811230509186;
convey;27;13.048505364009122;
style;28;13.030087127120114;
deletion;39;13.015564456408985;
periodic;57;12.98214866074145;
subscribe;89;12.930780612101037;
pseudo;30;12.902319976611764;
profitable;46;12.880653208536705;
coordinator;76;12.863255980992603;
bilateral;52;12.862787029026048;
insertion;82;12.810067033418767;
interchangeably;17;12.765276184511821;
actively;21;12.758231516837006;
alleviate;25;12.754742573566839;
comparative;23;12.752483887196275;
transparent;25;12.737527881123645;
term;27;12.701504653161047;
composition;61;12.686435861172408;
recovery;60;12.65922477491048;
forecast;61;12.653339130925156;
submission;48;12.651257043554656;
ongoing;27;12.640640327197877;
imperfect;38;12.608625451329166;
resort;23;12.596652335929882;
orient;31;12.563168275102656;
education;39;12.53657454332834;
illustration;24;12.528109663526964;
systematic;23;12.523881675701906;
fundamentally;21;12.502674955442142;
outgoing;60;12.485084804620664;
notification;74;12.479359435358084;
systematically;26;12.458807170216208;
selective;45;12.450133042860134;
instruct;22;12.447041818346412;
serious;24;12.443819999614153;
solver;33;12.399400157009868;
clause;124;12.396297060294462;
participation;29;12.38251788621385;
geographic;84;12.378608963809077;
vehicle;45;12.351831212908646;
finance;30;12.349461224647285;
unlimited;41;12.349165903630373;
bargain;50;12.326304495260766;
lab;25;12.308469480279527;
acquisition;27;12.299409506368693;
informally;21;12.275251059965006;
unclear;23;12.273620116258535;
plausible;76;12.25123953205717;
jointly;17;12.244960621391034;
elimination;52;12.207465240419504;
vast;24;12.191013336934567;
tolerance;26;12.188097227395698;
derivation;30;12.164293463017351;
viewpoint;28;12.151772742315346;
fit;32;12.143901472598216;
emphasis;21;12.119927045320644;
encompass;21;12.031287703515506;
stationary;27;11.999415294067013;
supplier;61;11.98681888807927;
speed;29;11.973453757032425;
undertake;21;11.96196294982659;
rectangle;70;11.95740996048041;
exclusively;22;11.921581139820406;
visual;50;11.909050030941923;
register;52;11.900288346098423;
freely;20;11.898191418475818;
dissemination;56;11.893979754928077;
segmentation;136;11.83784056523552;
predicate;53;11.80871211840147;
conform;38;11.771972106262142;
recipient;38;11.758106858719316;
transportation;46;11.751615732448062;
byte;51;11.748797568573096;
simplification;21;11.742984641823094;
width;47;11.719596404503719;
quote;46;11.669918660578205;
concave;56;11.656457067892669;
enforcement;25;11.653336162874735;
penalize;29;11.642200037694241;
lesser;35;11.627845061831913;
aggressive;29;11.591026396356423;
conversion;25;11.548378479853616;
loosely;21;11.522090457272688;
convention;19;11.414734589511207;
occupy;34;11.407801223727187;
company;32;11.39615310984903;
supervise;32;11.395488266554672;
navigation;27;11.39261519374691;
economy;24;11.373769557597246;
exploitation;17;11.308990373128458;
acceptance;27;11.303267971916306;
geometry;26;11.29358767546743;
excessive;21;11.27303837837597;
diagonal;36;11.267574197550468;
arc;131;11.225574800064704;
realization;33;11.216732977859827;
industrial;16;11.212347683362445;
geographical;73;11.207410331486713;
histogram;29;11.192077383010584;
compound;50;11.189361616875148;
linguistic;33;11.178853234358746;
maker;63;11.168957754254329;
syntactic;42;11.146862102893403;
correction;32;11.129588049441784;
promote;25;11.105380630206145;
expire;25;11.104718754962208;
exhaustive;30;11.08493224682901;
snippet;180;11.084639893862517;
diffusion;54;11.064464571124132;
broadly;16;11.04469290324304;
outstanding;28;11.04098580826691;
devote;15;11.01241090283642;
intrinsic;22;10.963599829633907;
symmetry;25;10.926423514082657;
neural;34;10.878719523687268;
concise;29;10.873650093567791;
awareness;29;10.851268025341218;
append;29;10.841243435043475;
coherent;31;10.81835679824529;
compression;48;10.808583008208144;
threat;65;10.776244614843517;
fractional;74;10.773889466834262;
entail;18;10.754423508146557;
virtually;16;10.735184605316075;
cognitive;114;10.734792822660472;
isolation;35;10.720645610327628;
anytime;26;10.716475499485785;
indicative;20;10.703177149573419;
diminish;18;10.67835089182495;
orientation;46;10.672376206326993;
assure;15;10.660365990297445;
advertiser;152;10.657421684279571;
inductive;44;10.641162704072016;
projection;96;10.636397499120715;
inner;19;10.630200209841163;
apparent;27;10.609300682799999;
obstacle;26;10.60762818638763;
temperature;48;10.582402725857508;
pervasive;38;10.580823723033404;
buff;42;10.559238576344935;
disaster;26;10.541069655691311;
attract;19;10.538279688295345;
foster;33;10.536767466605724;
pareto;65;10.531249860872638;
assemble;18;10.525024375114086;
dramatic;20;10.51862377438068;
instrument;21;10.510200447285197;
witness;119;10.503997221904807;
tolerate;18;10.490684031740333;
substitution;56;10.490336769841045;
op;32;10.48608652163783;
professional;21;10.480571883955164;
posterior;39;10.473659294524094;
behavioral;39;10.4556061278369;
scientist;17;10.453237623600748;
matter;19;10.448316596002334;
suspect;21;10.438974657301477;
perfectly;18;10.43148181401306;
qualify;19;10.42216213569036;
collaborate;34;10.41950721458856;
totally;18;10.40597884076855;
cohen;23;10.387385488904684;
evident;16;10.347386557402837;
categorize;31;10.342759366796123;
behalf;34;10.340844974274422;
clarify;16;10.340571913635669;
compress;44;10.340092573492639;
synchronous;44;10.304099026034253;
pair;27;10.274853341208559;
dictionary;34;10.26631574417186;
deal;23;10.222439054794663;
edition;18;10.207867411251582;
prohibitively;15;10.19307019587649;
assistance;16;10.18587712568061;
deliberately;15;10.183876659696697;
selectively;17;10.171924320650358;
excess;42;10.151654020298496;
notable;18;10.150920911844453;
mediate;29;10.14142315049648;
deem;24;10.123726149859833;
exercise;51;10.11979348305169;
positively;19;10.09453537396693;
observer;21;10.072059812152087;
elaborate;22;10.071593828235955;
archive;42;10.065203615679023;
official;24;10.059815120139259;
estimator;27;10.051636657203531;
mediator;200;10.049968612866797;
firm;42;9.989239333197792;
receipt;36;9.98638406869256;
skill;33;9.963638414289383;
subtle;16;9.924926132645142;
ordinary;19;9.91518944323826;
zone;242;9.870011263751348;
abbreviation;38;9.868298698658293;
envision;23;9.855019641073662;
predictive;29;9.841888986010094;
unrelated;30;9.823907052533011;
epidemic;115;9.818413191203291;
manageable;14;9.815715233370383;
technically;18;9.755965410340393;
medical;28;9.750573946750206;
timely;24;9.740669562494528;
stressor;22;9.732071120424195;
enhancement;27;9.72419539863143;
indistinguishable;22;9.696991732495553;
discriminate;23;9.696746868335799;
alignment;82;9.687548880080376;
prime;43;9.641527774273827;
terminal;16;9.576751557855465;
tendency;21;9.570068992332041;
market;44;9.547606786744094;
reconstruct;18;9.531653515729927;
monetary;32;9.521513171465758;
developer;20;9.517461782640764;
evolutionary;32;9.515985177556196;
willingness;47;9.47735748534896;
reset;24;9.468978679009798;
provision;58;9.451284646423575;
corporation;16;9.448803356271416;
repetition;19;9.441939739672298;
multi;21;9.432437526248696;
innovation;68;9.40790213744151;
clique;77;9.406662976390642;
thorough;17;9.399980410867219;
reaction;17;9.372334505218575;
stanford;18;9.339129441130948;
anatomy;14;9.3031833824793;
diversity;22;9.301421844554296;
ambiguity;26;9.29061517297056;
adoption;25;9.273213493350825;
assistant;28;9.265411972818594;
notably;15;9.252060197998645;
degenerate;20;9.162046648848472;
documentation;24;9.150003784264285;
tech;19;9.149022843600067;
sub;25;9.128446834054817;
time;26;9.124198069876812;
contextual;36;9.108620257240931;
achievement;16;9.102601050986655;
federal;16;9.055671721751208;
value;27;9.050755146228424;
transitive;22;9.050753662203213;
instantaneous;42;9.045009000612902;
mesh;86;9.043471550494697;
math;19;9.031577088431577;
entertainment;21;9.0308677243809;
scientific;17;8.974032526864566;
emergence;18;8.935271272388377;
unreliable;17;8.923100781636077;
ineffective;15;8.918535920088212;
literal;90;8.91236385923724;
military;26;8.905117364133783;
differential;45;8.895134326541939;
restrictive;18;8.888718885556429;
useless;15;8.85843289905809;
socially;25;8.850272244424888;
scene;66;8.845590144885383;
activate;20;8.844782835170804;
summation;21;8.823607279440461;
assert;23;8.822421543297176;
compile;15;8.789114081470018;
incident;18;8.785815093426809;
departure;49;8.776482058877216;
angle;38;8.740286683990186;
satellite;64;8.738280281905428;
branch;34;8.736573652913215;
elapse;39;8.72189664358018;
seek;12;8.708528544482911;
reciprocal;27;8.684235051785059;
circular;22;8.661419648196983;
stabilise;19;8.660156742742744;
marketplace;29;8.654765279152562;
unrestricted;23;8.650564003781296;
relay;56;8.607757296580953;
vulnerable;23;8.60482783081519;
center;14;8.54999309928277;
administrative;41;8.532552835007563;
algebraic;29;8.519885195809707;
verification;18;8.51529807388368;
meter;26;8.509970423377553;
audio;57;8.506791641376404;
institutional;61;8.503593567047517;
predecessor;62;8.501740019559453;
deduce;13;8.498297081070813;
logarithm;17;8.492724566404934;
investment;25;8.438698628612302;
reorder;22;8.43663434954433;
predetermine;18;8.390905596704277;
regularly;13;8.377915924035719;
impractical;14;8.327561464614162;
severely;18;8.315202502660116;
nonetheless;17;8.273691349468645;
mislead;16;8.257954746135228;
widespread;16;8.221094527953841;
intensive;17;8.21089779073167;
prefix;39;8.203088850073385;
visualize;16;8.201628569266134;
practically;14;8.172326491482437;
invert;74;8.169014147212332;
continually;13;8.168609008329833;
disagree;16;8.154942620165231;
genetic;37;8.151330502802582;
poll;16;8.128880169416318;
installation;28;8.123558455011034;
indifference;43;8.100024783221016;
brevity;11;8.090568574578944;
examination;17;8.0854620438292;
causal;38;8.066447228805524;
routine;28;8.063798243804566;
ordinal;14;8.043654085595605;
divisible;87;8.043427029738382;
learner;57;8.030231077565546;
guidance;18;8.029753221447727;
dispatch;33;8.019663334040718;
geographically;23;7.997521677898264;
drastically;14;7.994384448603013;
meeting;16;7.98942483634912;
enumeration;14;7.977313706605248;
anomaly;12;7.972368934603459;
incorrectly;19;7.949045994393352;
bracket;17;7.945107391484365;
router;26;7.921165612761431;
color;95;7.920333074618271;
comply;33;7.899975216778984;
agenda;79;7.8946431141972235;
convince;14;7.8925595428015125;
revision;23;7.878161530208074;
staff;17;7.877529335468351;
battery;79;7.877489266787664;
illustrative;12;7.87370055042495;
remarkable;12;7.864412036631677;
protection;59;7.861384625202012;
strengthen;24;7.860005965781347;
ambiguous;39;7.81993876911981;
topical;54;7.812294555259904;
surveillance;28;7.8007280627683295;
favorable;10;7.7861638393513015;
guideline;21;7.774258989111707;
resume;24;7.765329609419404;
continuity;16;7.7626375876873395;
unrealistic;12;7.76022307866966;
modest;11;7.748411722018333;
mistake;21;7.745268556622238;
sustain;14;7.744771408176682;
connector;75;7.740491479469253;
merit;11;7.729926703994847;
patient;55;7.728985832011314;
manifest;36;7.728074640531992;
unaffected;12;7.723028954815884;
objectively;11;7.713299685535058;
producer;80;7.710551270844989;
resilient;19;7.703877609472829;
cite;13;7.693961353015466;
resultant;13;7.691570588401157;
variability;31;7.679674642312825;
employee;24;7.650537291327504;
tactic;22;7.650489802520765;
derivative;23;7.6425784641229475;
temporary;20;7.639165206138522;
neutral;25;7.6247108005870805;
enrich;15;7.622230994460134;
collectively;16;7.616965673012853;
scalar;16;7.603079649117079;
mere;11;7.600718565006982;
radius;26;7.593856432433075;
redistribute;72;7.572608159467412;
schema;31;7.566830849322468;
searcher;86;7.558187886495815;
def;62;7.543776517675482;
architectural;20;7.531123718729733;
pixel;53;7.521235658751372;
confusion;14;7.510276132570939;
interconnect;19;7.481560244745437;
restore;17;7.4662851732525235;
accordance;18;7.4619265912089325;
consult;11;7.458100774215952;
optimistic;36;7.457217779215633;
appearance;14;7.446166243472144;
ensemble;33;7.445775944841753;
negation;33;7.413994060931107;
certainty;18;7.411687885753803;
influential;20;7.401963068548608;
transit;62;7.394680956840096;
infinitely;15;7.394571138974509;
primal;45;7.384659334592775;
principled;20;7.368406290486062;
bypass;11;7.358074506969724;
deng;19;7.357559550221638;
auxiliary;23;7.357486832986319;
adequately;10;7.356968908187811;
sibling;38;7.344279008611798;
right;12;7.34356519248549;
inaccurate;17;7.340555589358352;
optional;13;7.319673870619715;
script;24;7.319025351602671;
temporarily;13;7.308770737397288;
signature;15;7.302232122319295;
inductively;15;7.2877910729947475;
disjunction;27;7.28392073524545;
exclusion;13;7.267639494659735;
numerically;13;7.249271714627888;
dilemma;32;7.234708975236071;
unavailable;14;7.22016107609636;
justification;39;7.215185139565151;
analogy;13;7.205866945267667;
disconnect;18;7.2053801849985835;
critique;29;7.1959032000035625;
inspection;11;7.195607878986649;
mini;16;7.188355447782347;
learn;14;7.156079383476566;
parallelism;58;7.126701620407128;
succinct;17;7.125015767767863;
sensible;14;7.124727866877002;
accelerate;15;7.121906734951613;
inadequate;17;7.109727340048052;
accompany;13;7.100916682372601;
preclude;14;7.091430793226315;
establishment;45;7.088599273124451;
fluctuation;22;7.075182201195234;
account;11;7.07316689495921;
exemplify;13;7.048322828908217;
externally;15;7.0415215413679455;
informal;14;7.035583956500253;
punishment;37;7.032452663305844;
regulate;30;7.022355355772785;
inversely;12;7.014635456627137;
zhou;18;7.007909854372605;
competitor;17;7.001850579437643;
assertion;15;6.988494352542061;
distributional;19;6.98751341187784;
interior;19;6.979195450572314;
pessimistic;21;6.974272938948687;
qualitatively;12;6.967611149778213;
synthetic;17;6.937417172842932;
innovative;13;6.925757186763089;
visibility;30;6.917330891617187;
obligation;68;6.913067287187074;
activation;12;6.9064678270754465;
modular;36;6.901598740359401;
migration;118;6.901398396955967;
hypothetical;12;6.899601242425906;
probable;13;6.895873371096828;
invalidate;20;6.8887530181362715;
underestimate;16;6.880580491301386;
visualization;14;6.877904793846637;
template;22;6.854470551745732;
impossibility;23;6.83752595189087;
administrator;18;6.832989286822005;
emit;41;6.829647262047687;
denominator;11;6.826588686088599;
photo;130;6.820695621977226;
number;17;6.808974790863746;
prohibit;23;6.803103987130533;
pointer;29;6.800569272070795;
inability;13;6.786046601359664;
intrusion;64;6.778816430533522;
broke;103;6.77512565983471;
half;11;6.751988222775928;
ownership;18;6.750841071288119;
abc;14;6.750753513800692;
unpredictable;15;6.7463711873537315;
remedy;11;6.731858904819075;
campaign;28;6.730137435574756;
rationale;11;6.7276071725906474;
layout;21;6.713347174341797;
persistence;20;6.701943924623391;
backup;39;6.69232298918294;
metaphor;15;6.678680345421708;
square;21;6.657353419119884;
proactive;12;6.653536506278169;
abuse;16;6.647619697763425;
psychology;13;6.646157932930965;
collusion;30;6.645487153535765;
worthwhile;10;6.64107514658459;
unused;9;6.638929246130034;
customize;12;6.630991195278425;
decade;13;6.62198316224996;
microeconomic;19;6.610446350262598;
calibrate;17;6.610032307228836;
annotation;35;6.590845345280726;
inefficiency;17;6.590829021003408;
lastly;10;6.586566900598507;
lifetime;21;6.58600148699326;
copy;16;6.582892454177012;
premise;12;6.582097016664118;
motion;24;6.559536865412269;
flaw;11;6.556365503537173;
speculate;20;6.522189886961799;
