SEP=;
type;keyword;lemma;pos;relevance
word;coordination;coordination;null;1.076010452581318
word;drawbacks;drawback;null;1.0746614414345586
word;pursued;pursue;null;1.0726475658769978
word;especially;especially;null;1.0712902652314336
word;realization;realization;null;1.07103986688896
word;adequately;adequately;null;1.0707541416830488
word;perfect;perfect;null;1.0697683225495234
word;satisfaction;satisfaction;null;1.0686746450988662
word;succinct;succinct;null;1.0676420115742884
word;mentioned;mention;null;1.0673917980530945
word;revised;revise;null;1.066987569054648
word;subsidy;subsidy;null;1.0666137979286154
word;reality;reality;null;1.0661967394254892
word;moderate;moderate;null;1.0644613224430213
word;prevent;prevent;null;1.064037103276994
word;diagonal;diagonal;null;1.0624742642190568
word;appealing;appeal;null;1.0624167530260775
word;popular;popular;null;1.0621543033490373
word;truthfully;truthfully;null;1.0620512644667657
word;reader;reader;null;1.061901969565332
word;provisional;provisional;null;1.0614253990614406
word;ideally;ideally;null;1.0609637343410967
word;occurrence;occurrence;null;1.0606275889373933
word;division;division;null;1.0603948344543952
word;investment;investment;null;1.0596590868648748
word;conventional;conventional;null;1.0588531253721178
word;free;free;null;1.058798319684827
word;already;already;null;1.0586134651336059
word;derivatives;derivative;null;1.0578620489563186
word;unrestricted;unrestricted;null;1.05783924358229
word;strong;strong;null;1.0575038592245984
word;inference;inference;null;1.0556721644572138
word;regard;regard;null;1.0548651777360634
word;leverage;leverage;null;1.054855985027869
word;right;right;null;1.0540533253701363
word;purely;purely;null;1.053680474550927
word;accomplished;accomplish;null;1.0524691709264673
word;arc;arc;null;1.0523167179838504
word;norm;norm;null;1.0522246473536703
word;aid;aid;null;1.0521164042061744
word;expression;expression;null;1.0508651392427892
word;greater;great;null;1.0504958085610456
word;importantly;importantly;null;1.0495126817314635
word;encompasses;encompass;null;1.0493784496546927
word;stipulating;stipulate;null;1.048573362337605
word;operational;operational;null;1.0475245292154018
word;outlining;outline;null;1.0474808197023673
word;conflicting;conflict;null;1.046775530129823
word;enforce;enforce;null;1.0466076443998487
word;greatly;greatly;null;1.0447100156853806
word;flexible;flexible;null;1.0446330935059396
word;topic;topic;null;1.0445755593966615
word;incoming;incoming;null;1.0444527862346822
word;forecasts;forecast;null;1.043664386410554
word;guidance;guidance;null;1.0416313255532437
word;collective;collective;null;1.0409215489624881
word;earlier;early;null;1.0407722093800498
word;exercises;exercise;null;1.040240209277343
word;economists;economist;null;1.0399508142470069
word;regression;regression;null;1.039945206345446
word;double;double;null;1.0394168136971966
word;distributional;distributional;null;1.039389464000199
word;transportation;transportation;null;1.0389364310097253
word;repeatedly;repeatedly;null;1.0388094469147011
word;multiply;multiply;null;1.0377755303394576
word;atomic;atomic;null;1.0368072837849795
word;skills;skill;null;1.0367343303302539
word;begin;begin;null;1.0363846882019032
word;normalized;normalise;null;1.0361412713926974
word;preferential;preferential;null;1.0360030283001216
word;acknowledgements;acknowledgement;null;1.0358525054102634
word;copy;copy;null;1.035175761361762
word;digital;digital;null;1.0345135429259866
word;address;address;null;1.0343414270721976
word;sub;sub;null;1.033953586911263
word;entails;entail;null;1.0337341206407902
word;agree;agree;null;1.0321402760301732
word;geometric;geometric;null;1.0321169299925599
word;party;party;null;1.031881039745733
word;underestimate;underestimate;null;1.0304726739835806
word;acquisition;acquisition;null;1.0283124941962705
word;numerically;numerically;null;1.027679597845372
word;imperfect;imperfect;null;1.027182919083695
word;end;end;null;1.0269094510416865
word;briefly;briefly;null;1.0257992185706264
word;treatment;treatment;null;1.0255801290553308
word;planner;planner;null;1.0251976621313486
word;symmetry;symmetry;null;1.025066120244497
word;human;human;null;1.0238981332927153
word;divisible;divisible;null;1.0228446123653416
word;shareholders;shareholder;null;1.0220471452671653
word;uniqueness;uniqueness;null;1.0219882519652457
word;unclear;unclear;null;1.0219692113304364
word;mediation;mediation;null;1.0212560977911758
word;correctly;correctly;null;1.021228908935473
word;deemed;deem;null;1.0211259617981399
word;viewpoint;viewpoint;null;1.0208985229902061
word;degenerate;degenerate;null;1.020682936907438
word;bonds;bond;null;1.0206312535173656
word;translates;translate;null;1.0205351934919429
word;formation;formation;null;1.0202886815717385
word;buys;buy;null;1.0187644432598693
word;acceptance;acceptance;null;1.0184831493534277
word;pertinent;pertinent;null;1.0183079695850943
word;offset;offset;null;1.0176095665172746
word;disjunctions;disjunction;null;1.0174179439241984
word;unaffected;unaffected;null;1.017006119558904
word;refund;refund;null;1.0164300046696095
word;inefficient;inefficient;null;1.015464611117482
word;quantitative;quantitative;null;1.0153501333475798
word;width;width;null;1.0151652129834414
word;transmissions;transmission;null;1.0140240619053005
word;grant;grant;null;1.013103900452306
word;convert;convert;null;1.0119746392432403
word;dependency;dependency;null;1.011035392163944
word;emphasis;emphasis;null;1.0102792334560544
word;aggressive;aggressive;null;1.0099044267278607
word;believe;believe;null;1.0099039979231939
word;consistently;consistently;null;1.0098128448279018
word;transformed;transform;null;1.0091904383717365
word;instructs;instruct;null;1.0087851656051303
word;adjacent;adjacent;null;1.0071858333706882
word;suppose;suppose;null;1.006773623242041
word;forcing;force;null;1.0066441776063586
word;presence;presence;null;1.0062834115204375
word;help;help;null;1.0060484626319715
word;implicitly;implicitly;null;1.0057737338897503
word;truthful;truthful;null;1.0049566125704505
word;closely;closely;null;1.0048576175661916
word;unrealistic;unrealistic;null;1.0041783143212595
word;reject;reject;null;1.0038583900332487
word;differential;differential;null;1.0037683767948566
word;auxiliary;auxiliary;null;1.0031035959802113
word;signal;signal;null;1.0029906727248208
word;measurement;measurement;null;1.0029396963191402
word;reward;reward;null;1.001822241940758
word;qualifies;qualify;null;1.0001267890509369
word;researchers;researcher;null;0.9995305928501986
word;subtracted;subtract;null;0.9994614657060693
word;eventual;eventual;null;0.9980013217869894
word;publicly;publicly;null;0.9978653815305405
word;resolve;resolve;null;0.9949616396901984
word;sequentially;sequentially;null;0.9946868205909687
word;cancellation;cancellation;null;0.994241627220773
word;leader;leader;null;0.9926706897699641
word;unchanged;unchanged;null;0.9918431734190277
word;adoption;adoption;null;0.9915513538883177
word;guide;guide;null;0.990534023213317
word;intractable;intractable;null;0.9889379768559866
word;reviewers;reviewer;null;0.988761834626272
word;contradict;contradict;null;0.9876124535770521
word;frequency;frequency;null;0.9873532400416419
word;consecutive;consecutive;null;0.9872545177054617
word;intermediaries;intermediary;null;0.9872209751525384
word;exposure;exposure;null;0.986975728107002
word;devise;devise;null;0.9859839086520975
word;paper;paper;null;0.9857652594440467
word;nominal;nominal;null;0.9857601324349948
word;short;short;null;0.9857226994745265
word;game;game;null;0.9854834116902019
word;seems;seem;null;0.9841857204223204
word;merging;merge;null;0.9838321165865119
word;popularity;popularity;null;0.982783279435503
word;uncertain;uncertain;null;0.9826067463977793
word;indirectly;indirectly;null;0.9823474638974863
word;awareness;awareness;null;0.9817961881301338
word;wants;want;null;0.9801654351852538
word;servers;server;null;0.9798394563474477
word;validation;validation;null;0.9791941883333019
word;word;word;null;0.9787418801128808
word;respond;respond;null;0.9787050694197814
word;origin;origin;null;0.9773427847856859
word;productivity;productivity;null;0.9772344516125964
word;attained;attain;null;0.9759738075445551
word;anarchy;anarchy;null;0.9759054004527149
word;fairly;fairly;null;0.9757455115438204
word;metric;metric;null;0.9755072431867131
word;industry;industry;null;0.9755011468129157
word;outstanding;outstanding;null;0.9753987190723562
word;insurance;insurance;null;0.9743908500030061
word;durations;duration;null;0.9738294722694536
word;income;income;null;0.9735833831806321
word;perception;perception;null;0.9728325857614332
word;liquidated;liquidate;null;0.9727411252359851
word;community;community;null;0.9718235996010882
word;departure;departure;null;0.9714530069061359
word;summation;summation;null;0.9707582112137559
word;depicted;depict;null;0.9707457688075244
word;referral;referral;null;0.970230379756055
word;maximizers;maximizer;null;0.9698281356953888
word;opponent;opponent;null;0.9691425032361459
word;alleviate;alleviate;null;0.968977215270977
word;spherical;spherical;null;0.9687393191666072
word;independence;independence;null;0.9664237736358503
word;resetting;reset;null;0.9658606299910807
word;background;background;null;0.9654404713507427
word;overload;overload;null;0.963415803631637
word;primal;primal;null;0.963173544933443
word;displaying;display;null;0.9627388175087876
word;correctness;correctness;null;0.9620128988623293
word;repeating;repeat;null;0.9605603419688942
word;identification;identification;null;0.9579490369925775
word;properly;properly;null;0.956501373675366
word;company;company;null;0.9561293422160846
word;customer;customer;null;0.955746006593645
word;speculating;speculate;null;0.9557070889980694
word;traditionally;traditionally;null;0.9549770239503583
word;delays;delay;null;0.9544833975870545
word;chance;chance;null;0.9542929308923201
word;region;region;null;0.9535867667884914
word;patient;patient;null;0.9513722591472011
word;invoke;invoke;null;0.9507512456476669
word;truth;truth;null;0.9507376348237827
word;fig;fig;null;0.9497914629264935
word;privately;privately;null;0.9495978420962817
word;holds;hold;null;0.9491071467617975
word;law;law;null;0.9488817635099003
word;handbook;handbook;null;0.9479983180931105
word;plots;plot;null;0.9468783447289612
word;curves;curve;null;0.9453921660969767
word;title;title;null;0.944562592002776
word;center;center;null;0.9413457123902956
word;tripled;triple;null;0.9409005013302126
word;discriminates;discriminate;null;0.9406463811008919
word;indistinguishable;indistinguishable;null;0.9404244740783583
word;conjectured;conjecture;null;0.9393191004081729
word;content;content;null;0.9386540775512421
word;slots;slot;null;0.9381666149136423
word;commercial;commercial;null;0.9380494371677438
word;responsibility;responsibility;null;0.9379317442548937
word;probably;probably;null;0.9372932636930239
word;unify;unify;null;0.9356376382679246
word;cheap;cheap;null;0.9354844664361679
word;accountability;accountability;null;0.9338517191518512
word;requisite;requisite;null;0.9324153587040176
word;mandatory;mandatory;null;0.9320833600732408
word;suggestions;suggestion;null;0.9316643675255071
word;repair;repair;null;0.9310376801251581
word;radius;radius;null;0.9308673302416307
word;severely;severely;null;0.9291149339656853
word;accumulated;accumulate;null;0.9287330091832272
word;compensation;compensation;null;0.9272056166079047
word;arrangement;arrangement;null;0.9270488098247363
word;propagation;propagation;null;0.9258842406753829
word;replacing;replace;null;0.924467516255735
word;portions;portion;null;0.924401286871913
word;authority;authority;null;0.9237787984517236
word;gratification;gratification;null;0.9234411563330127
word;get;get;null;0.9234167407973906
word;parity;parity;null;0.9230651886957624
word;virtually;virtually;null;0.9229984631194458
word;exclusively;exclusively;null;0.9223672265998599
word;attractive;attractive;null;0.9212956568017525
word;advertisements;advertisement;null;0.9198730841119394
word;valuable;valuable;null;0.9194196508523862
word;macroscopic;macroscopic;null;0.9169619603908595
word;mobile;mobile;null;0.9164624904509165
word;intersects;intersect;null;0.9152001033609293
word;trying;try;null;0.9148202948409099
word;stabilizing;stabilise;null;0.9147078149376897
word;influential;influential;null;0.9139187836020238
word;daily;daily;null;0.9133251531652385
word;unable;unable;null;0.9132315328196957
word;unilateral;unilateral;null;0.9131578132813792
word;inverse;inverse;null;0.912020130664875
word;inclusion;inclusion;null;0.9116179521282678
word;manipulative;manipulative;null;0.9110567179062448
word;presumably;presumably;null;0.9099667295740999
word;nationwide;nationwide;null;0.9097510081144339
word;convex;convex;null;0.9089701304165406
word;irrational;irrational;null;0.9087880970990518
word;comes;come;null;0.9081092784613644
word;partner;partner;null;0.9077427747822705
word;central;central;null;0.9076865150795762
word;compound;compound;null;0.9075416225544316
word;circuit;circuit;null;0.9060339892353495
word;filter;filter;null;0.9056006489258172
word;moral;moral;null;0.9047941558120072
word;removes;remove;null;0.904384634744619
word;long;long;null;0.904236890153717
word;status;status;null;0.9034966973920806
word;precludes;preclude;null;0.9031860875093619
word;cite;cite;null;0.9029563705595312
word;adapting;adapt;null;0.9027463368372447
word;bonus;bonus;null;0.9026380890508969
word;int;int;null;0.9019762850721719
word;generation;generation;null;0.9012080920922808
word;flowing;flow;null;0.9009565926063662
word;competitor;competitor;null;0.9007398057226402
word;complication;complication;null;0.9007374919931421
word;makers;maker;null;0.9004197511326377
word;material;material;null;0.9003631721537675
word;trust;trust;null;0.8995613909155401
word;deng;deng;null;0.8991836733083667
word;obstacle;obstacle;null;0.898465322400769
word;justification;justification;null;0.897410996796042
word;lengthy;lengthy;null;0.8962724916922701
word;intrusions;intrusion;null;0.8961102548565337
word;estimator;estimator;null;0.8960436655897154
word;opt;opt;null;0.8958374631300478
word;american;american;null;0.8955370452566592
word;vulnerability;vulnerability;null;0.894747633058872
word;inventory;inventory;null;0.8943136936726412
word;nielsen;nielsen;null;0.8933725010258019
word;modern;modern;null;0.8930381593975769
word;penalizing;penalize;null;0.8916405686795882
word;insure;insure;null;0.8909987482064803
word;maintenance;maintenance;null;0.8898139509921108
word;personalized;personalize;null;0.8891248443894163
word;necessitate;necessitate;null;0.8880758369430232
word;recurring;recur;null;0.8880512917926107
word;approval;approval;null;0.8876942555544955
word;auctioneer;auctioneer;null;0.8874388072556407
word;gap;gap;null;0.8860102676037834
word;full;full;null;0.8859750037570344
word;speculative;speculative;null;0.885753381775345
word;quotes;quote;null;0.8841018433423897
word;boundary;boundary;null;0.8839581303838621
word;bounds;bound;null;0.8834492889443969
word;expanding;expand;null;0.8830988247982846
word;former;former;null;0.8822158685113981
word;winner;winner;null;0.8821682535633617
word;refining;refine;null;0.8817141243251336
word;scalar;scalar;null;0.8816945882225663
word;mutant;mutant;null;0.8808697968729944
word;premiums;premium;null;0.8793452276881488
word;dichotomy;dichotomy;null;0.8781132127382231
word;spectrum;spectrum;null;0.8769930908799045
word;usa;usa;null;0.8761373413252201
word;vulnerable;vulnerable;null;0.8757851681069585
word;extracting;extract;null;0.8757390651732541
word;intrinsic;intrinsic;null;0.875447971363904
word;cash;cash;null;0.8741544962552695
word;homogenous;homogenous;null;0.8736025980552603
word;press;press;null;0.8727457279473383
word;site;site;null;0.8722684484843165
word;campaign;campaign;null;0.8714448472826501
word;cpu;cpu;null;0.8709912340058978
word;detection;detection;null;0.8708149694193231
word;generic;generic;null;0.8704031127980849
word;unity;unity;null;0.8702629386163567
word;solver;solver;null;0.8686423815248194
word;step;step;null;0.8682583630054492
word;unknown;unknown;null;0.8675041507932431
word;subtler;subtle;null;0.86725231583034
word;inferior;inferior;null;0.8666712322526674
word;encounter;encounter;null;0.8656634500203001
word;university;university;null;0.8654435371728203
word;rigorous;rigorous;null;0.86534409895382
word;legitimate;legitimate;null;0.8653300345018956
word;exhaustive;exhaustive;null;0.8651795483724455
word;thesis;thesis;null;0.8648923115774003
word;certainty;certainty;null;0.8648043764147296
word;derivation;derivation;null;0.8647315706522924
word;contagion;contagion;null;0.8646706515150616
word;arbitrage;arbitrage;null;0.8643956979273434
word;quite;quite;null;0.8631659029438173
word;tolerance;tolerance;null;0.8624304867023788
word;optional;optional;null;0.8621995354801969
word;experimentally;experimentally;null;0.8606507764767172
word;explains;explain;null;0.8606444694667774
word;negotiating;negotiate;null;0.8603637088618676
word;concrete;concrete;null;0.8603009224930549
word;graphic;graphic;null;0.8586845935965427
word;shifts;shift;null;0.8579967862744579
word;strive;strive;null;0.8578828226849354
word;compose;compose;null;0.8577825281746284
word;altruistic;altruistic;null;0.8572847075146156
word;theft;theft;null;0.856960748015297
word;mit;mit;null;0.8567704386197851
word;upper;upper;null;0.8567669102908941
word;dramatic;dramatic;null;0.8564242948557046
word;bargaining;bargain;null;0.8559270531943979
word;savings;saving;null;0.8553889564815722
word;retail;retail;null;0.8553466592795383
word;informally;informally;null;0.8548034568070383
word;preserving;preserve;null;0.8539064906615659
word;numeric;numeric;null;0.85349884557378
word;fit;fit;null;0.8533422119921723
word;inability;inability;null;0.8520825191266573
word;almost;almost;null;0.8518984053389252
word;hyperbolic;hyperbolic;null;0.8512717769824866
word;dates;date;null;0.8506845991447504
word;defection;defection;null;0.8493884638098239
word;devote;devote;null;0.8490916581391573
word;prefix;prefix;null;0.8482741665834296
word;pseudo;pseudo;null;0.8473411403930708
word;concave;concave;null;0.8472352281952139
word;closed;close;null;0.8467558776909614
word;organisms;organism;null;0.844487778556595
word;paradigms;paradigm;null;0.8443269642344445
word;document;document;null;0.8426773927504294
word;slightly;slightly;null;0.8412737839699943
word;cleanliness;cleanliness;null;0.8376861019786471
word;representational;representational;null;0.8375957248232742
word;deviant;deviant;null;0.8363946501299021
word;withdraw;withdraw;null;0.8361109040686623
word;secondary;secondary;null;0.8360670352676678
word;deletions;deletion;null;0.8356099999776959
word;pareto;pareto;null;0.835399705643806
word;availability;availability;null;0.8351166602402439
word;analogs;analog;null;0.8345291789583688
word;setup;setup;null;0.8343466919378361
word;normalization;normalisation;null;0.8341519286945762
word;burden;burden;null;0.8336124101872595
word;ibm;ibm;null;0.8334179381721766
word;constructive;constructive;null;0.8331262408942824
word;ads;ad;null;0.8327429376132625
word;isolate;isolate;null;0.8319601299745997
word;sorted;sort;null;0.8296389677235559
word;instrument;instrument;null;0.8285882184238178
word;elementary;elementary;null;0.8283604437231806
word;nash;nash;null;0.8280497493219041
word;facets;facet;null;0.827733784936211
word;misrepresent;misrepresent;null;0.8272435296579564
word;duplicates;duplicate;null;0.8250221978818932
word;posited;posit;null;0.8243760098257082
word;assert;assert;null;0.8230062716462158
word;voluntary;voluntary;null;0.8229830855910764
word;rationally;rationally;null;0.8227370969041656
word;careful;careful;null;0.8224374208028148
word;net;net;null;0.8202908391658412
word;viable;viable;null;0.8201973811561637
word;residual;residual;null;0.8184982279646793
word;rewritten;rewrite;null;0.8184128426936055
word;years;year;null;0.8179428280058155
word;books;book;null;0.8177425235880288
word;practicality;practicality;null;0.8177084574107097
word;compromise;compromise;null;0.8175473450191634
word;simulator;simulator;null;0.8171631450483797
word;unbiased;unbiased;null;0.8168284376801843
word;responsible;responsible;null;0.8167859214088081
word;verification;verification;null;0.8159456230195093
word;sustained;sustain;null;0.8142889752382074
word;lag;lag;null;0.8140424877558226
word;negation;negation;null;0.8140002407612223
word;percent;percent;null;0.8139490031365202
word;assertion;assertion;null;0.8138661836239716
word;worse;wrong;null;0.8134800407356164
word;mixed;mix;null;0.8134023069985703
word;impractical;impractical;null;0.8133306958879543
word;actively;actively;null;0.8132488390657092
word;tentative;tentative;null;0.813076863471418
word;sensitive;sensitive;null;0.8124868799082765
word;initiative;initiative;null;0.8120098731261861
word;overestimate;overestimate;null;0.811584806743772
word;disjoint;disjoint;null;0.8105897749191792
word;psychology;psychology;null;0.8104554482833451
word;finally;finally;null;0.8103194196022564
word;regulation;regulation;null;0.8098169820875358
word;objects;object;null;0.8087656955115685
word;unnecessary;unnecessary;null;0.8085979679055606
word;style;style;null;0.8081894057790153
word;protection;protection;null;0.807928314499868
word;indifferent;indifferent;null;0.8067126679282771
word;consuming;consume;null;0.8066905835883109
word;exclusion;exclusion;null;0.8053719356962061
word;keep;keep;null;0.8052741247379211
word;anonymity;anonymity;null;0.8051986280957744
word;declarations;declaration;null;0.8051196516448612
word;observer;observer;null;0.804977364077912
word;nonetheless;nonetheless;null;0.8048461789042932
word;broad;broad;null;0.8046773669688231
word;organizational;organizational;null;0.8043203685446593
word;inversely;inversely;null;0.8042621165848606
word;visualization;visualization;null;0.8037060498234013
word;ascertain;ascertain;null;0.8032339428366013
word;consumption;consumption;null;0.802897661126241
word;honest;honest;null;0.8028045265773284
word;naive;naive;null;0.8020708242918526
word;criticism;criticism;null;0.8013265726731013
word;infinity;infinity;null;0.8010106726684355
word;overcome;overcome;null;0.8004750673470583
word;superior;superior;null;0.7996879668006232
word;obstructions;obstruction;null;0.7984667700368804
word;behaviour;behaviour;null;0.7977821610436603
word;image;image;null;0.7970275075959277
word;truncate;truncate;null;0.7969085586028914
word;matters;matter;null;0.796185428449343
word;mini;mini;null;0.7951511710742714
word;differentiating;differentiate;null;0.7950705894175744
word;clique;clique;null;0.7949292928587475
word;newly;newly;null;0.7939866188431463
word;circumventing;circumvent;null;0.7939350850209618
word;gross;gross;null;0.793221480656047
word;negated;negate;null;0.7929110794855311
word;charges;charge;null;0.7922545038351272
word;partitions;partition;null;0.7922524523960542
word;resilient;resilient;null;0.7916321973517334
word;denominator;denominator;null;0.7910039194400043
word;weight;bodyweight;null;0.7907235864011626
word;assist;assist;null;0.7889633116095301
word;undertake;undertake;null;0.7888891696164608
word;opposite;opposite;null;0.7883668354416876
word;message;message;null;0.7880555809403906
word;excessive;excessive;null;0.7870312929537618
word;acknowledgments;acknowledgment;null;0.7862521839965957
word;polls;poll;null;0.7852057876034506
word;post;post;null;0.7839696643676118
word;brief;brief;null;0.7821602928495952
word;recognizing;recognise;null;0.7812569224669184
word;channel;channel;null;0.781105694177363
word;receiver;receiver;null;0.7806047369276465
word;device;device;null;0.7802755947311729
word;mainly;mainly;null;0.7801744432778598
word;segal;segal;null;0.7799610015523997
word;children;child;null;0.7796009147904537
word;distinguishable;distinguishable;null;0.7794873842355876
word;drawn;draw;null;0.7777378656458642
word;whole;whole;null;0.7775436380317038
word;traversing;traverse;null;0.777177074517483
word;enforcement;enforcement;null;0.7769955800937726
word;frequent;frequent;null;0.776330331371006
word;fundamentally;fundamentally;null;0.7755107397412965
word;incorrect;incorrect;null;0.7752047719579228
word;minded;mind;null;0.7747644779960144
word;inflict;inflict;null;0.7746340324722985
word;clarke;clarke;null;0.7730151036107613
word;far;far;null;0.7729532011063008
word;standpoint;standpoint;null;0.772449176203524
word;think;think;null;0.7723798927314376
word;incident;incident;null;0.7710265587125149
word;elaborate;elaborate;null;0.7707599485498505
word;video;video;null;0.770716054668227
word;indifference;indifference;null;0.7705243053374026
word;propagates;propagate;null;0.7702043817305143
word;sketch;sketch;null;0.7698324098713376
word;family;family;null;0.7689880988792409
word;representative;representative;null;0.7686300165523252
word;exploitation;exploitation;null;0.7685178588023834
word;editors;editor;null;0.7681312165098662
word;operator;operator;null;0.7669520658448972
word;coherent;coherent;null;0.7664203001854548
word;removal;removal;null;0.7655820620109566
word;drastic;drastic;null;0.7653698063322325
word;read;read;null;0.7648332594848316
word;worker;worker;null;0.7647550975673774
word;let;let;null;0.7631224227872492
word;institute;institute;null;0.7630708904698508
word;enumeration;enumeration;null;0.7627195487866325
word;environmental;environmental;null;0.762392348162261
word;expenses;expense;null;0.7615360860712328
word;government;government;null;0.7613252280843313
word;realized;realize;null;0.7612114992985018
word;succinctly;succinctly;null;0.7609277746948521
word;karma;karma;null;0.7597826620176159
word;agenda;agenda;null;0.7597397155222934
word;disseminate;disseminate;null;0.7595756658410221
word;congestion;congestion;null;0.7594639303693598
word;award;award;null;0.7580445168808749
word;averse;averse;null;0.7574602278367987
word;packet;packet;null;0.7566087142026214
word;barter;barter;null;0.7560617563358184
word;usefulness;usefulness;null;0.7555912234665823
word;wish;wish;null;0.7554266537394488
word;left;leave;null;0.7548750248824374
word;fruitful;fruitful;null;0.7545957963600941
word;pos;pos;null;0.7545075560622949
word;abuse;abuse;null;0.754394628856222
word;histograms;histogram;null;0.7539807855430379
word;horizontal;horizontal;null;0.7539752773648535
word;validity;validity;null;0.7529274953246744
word;shorthand;shorthand;null;0.7525539692798501
word;growth;growth;null;0.7524249578664896
word;declared;declare;null;0.7519535484761929
word;protecting;protect;null;0.7514079435096863
word;wide;wide;null;0.7512763712756408
word;goes;go;null;0.7511086010045952
word;theme;theme;null;0.7508242247131508
word;speed;speed;null;0.7498098225774491
word;static;static;null;0.7496742662089708
word;recognition;recognition;null;0.7492593861575391
word;build;build;null;0.7491249840845047
word;stable;stable;null;0.7489786268226436
word;overly;overly;null;0.7481753386651494
word;remarkably;remarkably;null;0.7481733129748713
word;transmits;transmit;null;0.7471059218749245
word;collected;collect;null;0.7459825277149114
word;collusive;collusive;null;0.745958554809973
word;interior;interior;null;0.7456553909389657
word;diagram;diagram;null;0.7454325063811241
word;invariants;invariant;null;0.7453846285743839
word;subscript;subscript;null;0.7453803622243319
word;compelling;compel;null;0.7449722126375284
word;goldberg;goldberg;null;0.7445573732116081
word;defector;defector;null;0.7442877953968606
word;posed;pose;null;0.7421688919985844
word;manufacturers;manufacturer;null;0.7420166324914649
word;discrepancy;discrepancy;null;0.7415475079143126
word;disagreement;disagreement;null;0.7411023742918562
word;fiction;fiction;null;0.7407985267016542
word;contractions;contraction;null;0.7401817686598414
word;destination;destination;null;0.7398482544613255
word;delivery;delivery;null;0.7397193271861219
word;lost;lose;null;0.7390767253002254
word;undesired;undesired;null;0.7385529436806487
word;publishing;publish;null;0.7381560540720863
word;memory;memory;null;0.7374809329544559
word;adaptation;adaptation;null;0.7368579142548749
word;say;say;null;0.7368131741880317
word;illustrative;illustrative;null;0.736727721435808
word;cheating;cheat;null;0.7361918261635783
word;marketplaces;marketplace;null;0.735902990820781
word;strength;strength;null;0.7345914407632271
word;impressions;impression;null;0.7342879060476992
word;wager;wager;null;0.7329389487058715
word;discredited;discredit;null;0.7329302264018651
word;audits;audit;null;0.7327235427612373
word;homogeneity;homogeneity;null;0.7322723407216248
word;aligns;align;null;0.7321610539375406
word;entertainment;entertainment;null;0.7320874591924393
word;questionable;questionable;null;0.7315602474380584
word;attainable;attainable;null;0.7309664803696991
word;render;render;null;0.7309519006549556
word;behave;behave;null;0.7308184529870525
word;symbols;symbol;null;0.7293927322526881
word;tool;tool;null;0.7286345433300712
word;retailers;retailer;null;0.7283391876048346
word;hypothetical;hypothetical;null;0.7279867057641439
word;reconstruction;reconstruction;null;0.7277196324754505
word;wealth;wealth;null;0.7275297889303955
word;preservation;preservation;null;0.7272900756935681
word;marketers;marketer;null;0.7262954602412628
word;health;health;null;0.726152462021945
word;postponed;postpone;null;0.7258877723041252
word;deployment;deployment;null;0.7256183288625454
word;committee;committee;null;0.7246873599989
word;drafts;draft;null;0.7245299254538109
word;ultimate;ultimate;null;0.7243197033714297
word;identifiable;identifiable;null;0.7242452479431065
word;deliberation;deliberation;null;0.7230781644356703
word;merit;merit;null;0.7225942423191382
word;investing;invest;null;0.7225219289613573
word;philosophy;philosophy;null;0.721924861897348
word;orbit;orbit;null;0.7213774412964947
word;geographic;geographic;null;0.7199017069687457
word;stabilization;stabilization;null;0.7181923299075355
word;profitability;profitability;null;0.7179576683805673
word;familiar;familiar;null;0.7178124267490672
word;map;map;null;0.717678007565555
word;discrimination;discrimination;null;0.7166970937518697
word;depth;depth;null;0.7162565952790153
word;resolution;resolution;null;0.7147667989398748
word;industrial;industrial;null;0.714753670546203
word;treats;treat;null;0.7143324567643957
word;abbreviated;abbreviate;null;0.7142197406077901
word;administrator;administrator;null;0.7140336457640539
word;switches;switch;null;0.7132562779846989
word;vertical;vertical;null;0.7128463800828536
word;vendors;vendor;null;0.7123867766252986
word;subsidize;subsidize;null;0.7114515787909677
word;hereditary;hereditary;null;0.7111340768785492
word;detriment;detriment;null;0.7100291134587928
word;entered;enter;null;0.7095755469793861
word;forums;forum;null;0.709553038471934
word;vice;vice;null;0.7093605257254786
word;proportionate;proportionate;null;0.7090279127465483
word;start;start;null;0.7087679307907278
word;intriguing;intrigue;null;0.7085251337756653
word;constituents;constituent;null;0.7077969548641391
word;robust;robust;null;0.70767053285867
word;foresight;foresight;null;0.7074568785452768
word;lastly;lastly;null;0.7074363402338772
word;certainly;certainly;null;0.7068325545234783
word;day;day;null;0.7063421167812076
word;hazard;hazard;null;0.7063336242069119
word;jointly;jointly;null;0.7061196148488207
word;specialization;specialization;null;0.705731753868698
word;overlay;overlie;null;0.7050684695818472
word;multiplier;multiplier;null;0.7050392577205181
word;rationale;rationale;null;0.7049727224936986
word;deduce;deduce;null;0.7046666890175252
word;teams;team;null;0.70412997216127
word;expertise;expertise;null;0.703656752500533
word;monopolized;monopolize;null;0.7034053976926802
word;endeavor;endeavor;null;0.7008737925121499
word;modular;modular;null;0.70057687756836
word;movement;movement;null;0.7004552301842485
word;recurrence;recurrence;null;0.7004259485769246
word;facilities;facility;null;0.6999650158821447
word;omniscient;omniscient;null;0.6998887769812099
word;anomalies;anomaly;null;0.6994642193599275
word;contact;contact;null;0.6989602353642704
word;axis;axis;null;0.6988955218252797
word;mutation;mutation;null;0.6983842654309904
word;nfl;nfl;null;0.6974844630555069
word;batch;batch;null;0.6973529495213392
